"","Plot","Position","Treatment","Species","Start_LA","Moisture","Densiometer","Status","Days"
"802",51,2,"Control","UREBAC",4.47,21.622727,9.1,1,35
"803",51,3,"Control","INGLAU",62.88,21.622727,9.1,0,228
"804",51,4,"Control","INGLAU",57.88,21.622727,9.1,0,228
"805",51,5,"Control","MANBID",10.9,21.622727,9.1,0,228
"806",51,6,"Control","PREMON",NA,21.622727,9.1,1,8
"807",51,7,"Control","GUAGUI",33.28,21.622727,9.1,0,228
"808",51,8,"Control","TETBAL",84.94,21.622727,9.1,0,228
"809",51,9,"Control","CECSCH",2.25,21.622727,9.1,1,24
"810",51,10,"Control","PREMON",NA,21.622727,9.1,1,109
"811",51,11,"Control","SCHMOR",3.88,21.622727,9.1,0,228
"812",51,12,"Control","UREBAC",2.23,21.622727,9.1,1,35
"813",51,13,"Control","MANBID",14.54,21.622727,9.1,0,228
"814",51,14,"Control","SCHMOR",5.82,21.622727,9.1,1,17
"815",51,15,"Control","CECSCH",2.67,21.622727,9.1,1,8
"816",51,16,"Control","GUAGUI",32.87,21.622727,9.1,0,228
"817",52,1,"Drought","CECSCH",3.94,22.018182,7.02,1,35
"818",52,2,"Drought","TETBAL",86.59,22.018182,7.02,0,228
"819",52,3,"Drought","GUAGUI",18.19,22.018182,7.02,0,228
"820",52,4,"Drought","MANBID",16.15,22.018182,7.02,0,228
"821",52,5,"Drought","UREBAC",2.39,22.018182,7.02,1,83
"822",52,6,"Drought","PREMON",3,22.018182,7.02,0,228
"823",52,7,"Drought","MANBID",19.58,22.018182,7.02,0,228
"824",52,8,"Drought","INGLAU",77.69,22.018182,7.02,0,228
"825",52,9,"Drought","GUAGUI",26.46,22.018182,7.02,0,228
"826",52,10,"Drought","SCHMOR",7.6,22.018182,7.02,0,228
"827",52,11,"Drought","INGLAU",50.96,22.018182,7.02,0,228
"828",52,12,"Drought","SCHMOR",10.19,22.018182,7.02,1,185
"829",52,13,"Drought","UREBAC",3.03,22.018182,7.02,1,46
"830",52,14,"Drought","TETBAL",35.46,22.018182,7.02,0,228
"831",52,15,"Drought","PREMON",2.81,22.018182,7.02,1,109
"832",52,16,"Drought","CECSCH",1.83,22.018182,7.02,1,59
"833",53,1,"Drought","SCHMOR",14.23,24.086364,6.24,1,136
"834",53,2,"Drought","PREMON",4.36,24.086364,6.24,0,228
"835",53,3,"Drought","MANBID",16.35,24.086364,6.24,0,228
"836",53,4,"Drought","TETBAL",54.71,24.086364,6.24,0,228
"837",53,5,"Drought","INGLAU",53.84,24.086364,6.24,0,228
"838",53,6,"Drought","TETBAL",72.57,24.086364,6.24,0,228
"839",53,7,"Drought","GUAGUI",13.02,24.086364,6.24,0,228
"840",53,8,"Drought","UREBAC",4.15,24.086364,6.24,1,136
"841",53,9,"Drought","CECSCH",3.52,24.086364,6.24,1,32
"842",53,10,"Drought","CECSCH",2.39,24.086364,6.24,1,53
"843",53,11,"Drought","SCHMOR",8.89,24.086364,6.24,0,228
"844",53,12,"Drought","PREMON",3.9,24.086364,6.24,1,53
"845",53,13,"Drought","UREBAC",2.39,24.086364,6.24,1,32
"846",53,14,"Drought","GUAGUI",21.29,24.086364,6.24,0,228
"847",53,15,"Drought","INGLAU",82.11,24.086364,6.24,0,228
"848",53,16,"Drought","MANBID",13.12,24.086364,6.24,0,228
"849",54,1,"Drought","PREMON",3.9,18.65,11.96,0,228
"850",54,2,"Drought","TETBAL",57.45,18.65,11.96,0,228
"851",54,3,"Drought","CECSCH",5.35,18.65,11.96,1,122
"852",54,4,"Drought","PREMON",4.09,18.65,11.96,1,109
"853",54,5,"Drought","GUAGUI",32.25,18.65,11.96,0,228
"854",54,6,"Drought","CECSCH",2.82,18.65,11.96,1,122
"855",54,7,"Drought","SCHMOR",6.31,18.65,11.96,0,228
"856",54,8,"Drought","INGLAU",96.73,18.65,11.96,1,202
"857",54,9,"Drought","SCHMOR",10.19,18.65,11.96,1,73
"858",54,10,"Drought","TETBAL",122.06,18.65,11.96,0,228
"859",54,11,"Drought","INGLAU",84.61,18.65,11.96,0,228
"860",54,12,"Drought","UREBAC",1.28,18.65,11.96,1,152
"861",54,13,"Drought","UREBAC",2.55,18.65,11.96,1,83
"862",54,14,"Drought","MANBID",15.34,18.65,11.96,0,228
"863",54,15,"Drought","MANBID",18.78,18.65,11.96,0,228
"864",54,16,"Drought","GUAGUI",18.6,18.65,11.96,0,228
"865",55,1,"Control","SCHMOR",6.47,28.165909,6.5,0,228
"866",55,2,"Control","MANBID",14.13,28.165909,6.5,0,228
"867",55,3,"Control","CECSCH",5.63,28.165909,6.5,1,66
"868",55,4,"Control","INGLAU",70.96,28.165909,6.5,0,228
"869",55,5,"Control","TETBAL",48.93,28.165909,6.5,1,228
"870",55,6,"Control","MANBID",16.15,28.165909,6.5,0,228
"871",55,7,"Control","UREBAC",0.8,28.165909,6.5,1,66
"872",55,8,"Control","TETBAL",55.53,28.165909,6.5,0,228
"873",55,9,"Control","PREMON",4.27,28.165909,6.5,0,228
"874",55,10,"Control","SCHMOR",8.25,28.165909,6.5,1,73
"875",55,11,"Control","UREBAC",4.79,28.165909,6.5,1,161
"876",55,12,"Control","PREMON",4.36,28.165909,6.5,0,228
"877",55,13,"Control","CECSCH",5.77,28.165909,6.5,1,46
"878",55,14,"Control","GUAGUI",38.24,28.165909,6.5,0,228
"879",55,15,"Control","INGLAU",42.88,28.165909,6.5,0,228
"880",55,16,"Control","GUAGUI",31.01,28.165909,6.5,0,228
"881",56,1,"Control","SCHMOR",8.89,31.018182,5.46,1,179
"882",56,2,"Control","MANBID",13.73,31.018182,5.46,0,228
"883",56,3,"Control","MANBID",NA,31.018182,5.46,0,228
"884",56,4,"Control","INGLAU",71.15,31.018182,5.46,0,228
"885",56,5,"Control","UREBAC",2.39,31.018182,5.46,1,66
"886",56,6,"Control","SCHMOR",8.57,31.018182,5.46,1,14
"887",56,7,"Control","TETBAL",63.23,31.018182,5.46,0,228
"888",56,8,"Control","GUAGUI",36.38,31.018182,5.46,0,228
"889",56,9,"Control","UREBAC",3.67,31.018182,5.46,1,17
"890",56,10,"Control","TETBAL",50.31,31.018182,5.46,0,228
"891",56,11,"Control","CECSCH",2.25,31.018182,5.46,1,83
"892",56,12,"Control","PREMON",2.54,31.018182,5.46,0,228
"893",56,13,"Control","GUAGUI",34.94,31.018182,5.46,0,228
"894",56,14,"Control","CECSCH",2.82,31.018182,5.46,1,14
"895",56,15,"Control","INGLAU",66.15,31.018182,5.46,0,228
"896",56,16,"Control","PREMON",3.81,31.018182,5.46,0,228
"897",57,1,"Control","PREMON",4.72,31.895455,5.2,0,228
"898",57,2,"Control","SCHMOR",19.56,31.895455,5.2,0,228
"899",57,3,"Control","SCHMOR",11.64,31.895455,5.2,0,228
"900",57,4,"Control","UREBAC",4.63,31.895455,5.2,1,179
"901",57,5,"Control","TETBAL",117.11,31.895455,5.2,0,228
"902",57,6,"Control","UREBAC",3.35,31.895455,5.2,0,228
"903",57,7,"Control","INGLAU",21.54,31.895455,5.2,0,228
"904",57,8,"Control","MANBID",8.48,31.895455,5.2,0,228
"905",57,9,"Control","PREMON",3.81,31.895455,5.2,0,228
"906",57,10,"Control","CECSCH",3.1,31.895455,5.2,1,161
"907",57,11,"Control","MANBID",16.35,31.895455,5.2,0,228
"908",57,12,"Control","GUAGUI",25.01,31.895455,5.2,1,207
"909",57,13,"Control","INGLAU",46.54,31.895455,5.2,0,228
"910",57,14,"Control","CECSCH",3.24,31.895455,5.2,1,152
"911",57,15,"Control","GUAGUI",21.29,31.895455,5.2,0,228
"912",57,16,"Control","TETBAL",87.42,31.895455,5.2,0,228
"913",58,1,"Control","MANBID",19.38,30.113636,5.72,0,228
"914",58,2,"Control","SCHMOR",5.34,30.113636,5.72,0,228
"915",58,3,"Control","INGLAU",75,30.113636,5.72,0,228
"916",58,4,"Control","GUAGUI",14.26,30.113636,5.72,0,228
"917",58,5,"Control","TETBAL",62.95,30.113636,5.72,0,228
"918",58,6,"Control","TETBAL",58.28,30.113636,5.72,0,228
"919",58,7,"Control","PREMON",3.45,30.113636,5.72,0,228
"920",58,8,"Control","CECSCH",2.53,30.113636,5.72,1,32
"921",58,9,"Control","SCHMOR",13.42,30.113636,5.72,0,228
"922",58,10,"Control","PREMON",2.91,30.113636,5.72,0,228
"923",58,11,"Control","INGLAU",124.8,30.113636,5.72,0,228
"924",58,12,"Control","CECSCH",6.76,30.113636,5.72,1,24
"925",58,13,"Control","UREBAC",2.08,30.113636,5.72,1,122
"926",58,14,"Control","MANBID",11.51,30.113636,5.72,0,228
"927",58,15,"Control","UREBAC",4.31,30.113636,5.72,0,228
"928",58,16,"Control","GUAGUI",18.19,30.113636,5.72,0,228
"929",59,1,"Control","PREMON",NA,30.113636,10.66,1,172
"930",59,2,"Control","UREBAC",4.47,30.113636,10.66,1,46
"931",59,3,"Control","MANBID",14.74,30.113636,10.66,0,228
"932",59,4,"Control","INGLAU",83.07,30.113636,10.66,0,228
"933",59,5,"Control","TETBAL",70.37,30.113636,10.66,1,53
"934",59,6,"Control","SCHMOR",16.01,30.113636,10.66,0,228
"935",59,7,"Control","GUAGUI",35.14,30.113636,10.66,0,228
"936",59,8,"Control","CECSCH",3.94,30.113636,10.66,1,8
"937",59,9,"Control","UREBAC",3.03,30.113636,10.66,1,152
"938",59,10,"Control","PREMON",NA,30.113636,10.66,0,228
"939",59,11,"Control","MANBID",20.39,30.113636,10.66,0,228
"940",59,12,"Control","SCHMOR",11.48,30.113636,10.66,1,8
"941",59,13,"Control","GUAGUI",29.35,30.113636,10.66,0,228
"942",59,14,"Control","TETBAL",48.93,30.113636,10.66,1,122
"943",59,15,"Control","INGLAU",29.04,30.113636,10.66,0,228
"944",59,16,"Control","CECSCH",3.1,30.113636,10.66,1,8
"945",60,1,"Drought","PREMON",3.18,20.722727,9.88,1,46
"946",60,2,"Drought","CECSCH",2.25,20.722727,9.88,1,35
"947",60,3,"Drought","PREMON",2.91,20.722727,9.88,1,32
"948",60,4,"Drought","MANBID",11.31,20.722727,9.88,0,228
"949",60,5,"Drought","GUAGUI",15.71,20.722727,9.88,0,228
"950",60,6,"Drought","SCHMOR",10.67,20.722727,9.88,1,185
"951",60,7,"Drought","SCHMOR",8.41,20.722727,9.88,1,59
"952",60,8,"Drought","INGLAU",77.5,20.722727,9.88,0,228
"953",60,9,"Drought","CECSCH",3.24,20.722727,9.88,1,8
"954",60,10,"Drought","TETBAL",57.18,20.722727,9.88,0,228
"955",60,11,"Drought","UREBAC",4.95,20.722727,9.88,1,32
"956",60,12,"Drought","GUAGUI",28.94,20.722727,9.88,0,228
"957",60,13,"Drought","UREBAC",1.44,20.722727,9.88,1,17
"958",60,14,"Drought","MANBID",11.1,20.722727,9.88,0,228
"959",60,15,"Drought","INGLAU",62.31,20.722727,9.88,0,228
"960",60,16,"Drought","TETBAL",56.9,20.722727,9.88,0,228
